序列,时间,FI20108.PV,PI3011.PV,DIP1001.PV,DIP1003.PV,AICP1002.MV,AICP1003.MV,TI3013.PV,TIC3011_1.PV,TIC3011_1.SV,TIC3011_1.MV,TI3012.PV,PI3014.PV,PI-FF102.PV,PI3013.PV,TI20115.PV,DIC1001.PV,PI3001.PV,WI_SFXY1.PV
42438,2025-02-05 21:53:00,3.289063,5.301758,ON,OFF,52.023438,0,113.0,112.171875,112.5,70.46875,50.992188,-1.900635,-2.540039,-0.375549,16.976563,ON,0.413513,7.160156
42439,2025-02-05 21:53:10,3.291016,5.297852,ON,OFF,52.046875,0,112.96875,112.15625,112.5,70.53125,50.726563,-1.894043,-2.52002,-0.375549,17.023438,ON,0.413818,7.171875
42440,2025-02-05 21:53:20,3.290039,5.301758,ON,OFF,52.007813,0,113.0625,112.1875,112.5,70.53125,50.734375,-1.894775,-2.537109,-0.377991,17.027344,ON,0.413269,7.191406
42441,2025-02-05 21:53:30,3.294434,5.300781,ON,OFF,52.007813,0,113.078125,112.1875,112.5,70.53125,50.898438,-1.899414,-2.513672,-0.373779,17.007813,ON,0.41272,4.24707
42442,2025-02-05 21:53:40,3.299805,5.301758,ON,OFF,51.984375,0,112.828125,112.1875,112.5,70.53125,50.851563,-1.895508,-2.513672,-0.37738,16.996094,ON,0.412415,3.44873
42443,2025-02-05 21:53:50,3.293945,5.301758,ON,OFF,51.984375,0,112.828125,112.1875,112.5,70.546875,50.898438,-1.901611,-2.551758,-0.377686,16.996094,ON,0.412537,0.591919
42444,2025-02-05 21:54:00,3.295898,5.299805,ON,OFF,51.992188,0,113.3125,112.171875,112.5,70.5625,50.914063,-1.898682,-2.510254,-0.373474,17.0,ON,0.412476,0.681885
42445,2025-02-05 21:54:10,3.294434,5.298828,ON,OFF,52.0,0,112.9375,112.1875,112.5,70.546875,51.0,-1.890381,-2.529785,-0.374695,17.027344,ON,0.412354,4.436523
42446,2025-02-05 21:54:20,3.293457,5.297852,ON,OFF,52.015625,0,112.984375,112.1875,112.5,70.5625,50.929688,-1.904541,-2.523926,-0.381592,17.015625,ON,0.412292,3.692871
42447,2025-02-05 21:54:30,3.288574,5.300781,ON,OFF,51.992188,0,113.015625,112.1875,112.5,70.578125,51.054688,-1.895996,-2.513184,-0.387573,16.980469,ON,0.41217,4.307617
42448,2025-02-05 21:54:40,3.291992,5.294922,ON,OFF,52.046875,0,112.8125,112.1875,112.5,70.640625,51.03125,-1.904297,-2.542969,-0.383362,17.011719,ON,0.411865,4.34668
42449,2025-02-05 21:54:50,3.289551,5.306641,ON,OFF,51.9375,0,112.75,112.1875,112.5,70.625,51.039063,-1.900635,-2.541016,-0.378296,16.972656,ON,0.411804,4.417969
42450,2025-02-05 21:55:00,3.291016,5.296875,ON,OFF,52.03125,0,112.984375,112.171875,112.5,70.671875,50.851563,-1.895508,-2.521973,-0.37439,16.992188,ON,0.411804,5.34375
42451,2025-02-05 21:55:10,3.29248,5.298828,ON,OFF,52.007813,0,113.1875,112.1875,112.5,70.625,50.742188,-1.893066,-2.52002,-0.377686,17.015625,ON,0.411743,4.222656
42452,2025-02-05 21:55:20,3.293945,5.298828,ON,OFF,52.023438,0,113.046875,112.203125,112.5,70.640625,50.820313,-1.897705,-2.501953,-0.37738,17.007813,ON,0.411377,4.246094
42453,2025-02-05 21:55:30,3.299316,5.297852,ON,OFF,52.03125,0,112.953125,112.203125,112.5,70.65625,50.859375,-1.89209,-2.548828,-0.374084,16.988281,ON,0.411133,4.327148
42454,2025-02-05 21:55:40,3.296875,5.300781,ON,OFF,52.0,0,113.34375,112.1875,112.5,70.703125,50.929688,-1.899414,-2.521973,-0.37738,16.992188,ON,0.411011,4.316406
42455,2025-02-05 21:55:50,3.296387,5.298828,ON,OFF,52.023438,0,112.6875,112.171875,112.5,70.75,51.210938,-1.906738,-2.528809,-0.378296,16.992188,ON,0.410583,5.37207
42456,2025-02-05 21:56:00,3.291016,5.300781,ON,OFF,52.007813,0,112.546875,112.171875,112.5,70.734375,51.15625,-1.900391,-2.537598,-0.381287,16.980469,ON,0.410583,4.446289
42457,2025-02-05 21:56:10,3.285645,5.300781,ON,OFF,52.0,0,112.453125,112.171875,112.5,70.71875,51.140625,-1.894775,-2.516602,-0.37854,16.980469,ON,0.410095,4.446289
42458,2025-02-05 21:56:20,3.289551,5.298828,ON,OFF,52.023438,0,112.515625,112.1875,112.5,70.71875,51.09375,-1.907227,-2.52002,-0.383972,16.972656,ON,0.410156,4.556641
42459,2025-02-05 21:56:30,3.293945,5.300781,ON,OFF,52.0,0,112.84375,112.1875,112.5,70.734375,51.148438,-1.899658,-2.541992,-0.383057,17.011719,ON,0.410034,5.702148
42460,2025-02-05 21:56:40,3.294434,5.293945,ON,OFF,52.09375,0,112.765625,112.1875,112.5,70.828125,51.140625,-1.902832,-2.532227,-0.376465,16.992188,ON,0.409973,4.341797
42461,2025-02-05 21:56:50,3.292969,5.300781,ON,OFF,52.007813,0,112.921875,112.1875,112.5,70.765625,51.0625,-1.906982,-2.536621,-0.379761,16.957031,ON,0.410034,4.366211
42462,2025-02-05 21:57:00,3.293945,5.300781,ON,OFF,52.007813,0,112.96875,112.1875,112.5,70.78125,51.09375,-1.898682,-2.517578,-0.381592,17.0,ON,0.410278,4.382813
42463,2025-02-05 21:57:10,3.291992,5.300781,ON,OFF,52.007813,0,113.125,112.1875,112.5,70.796875,51.125,-1.896973,-2.524902,-0.37616,17.003906,ON,0.410339,4.446289
42464,2025-02-05 21:57:20,3.294434,5.301758,ON,OFF,51.992188,0,113.15625,112.203125,112.5,70.765625,51.140625,-1.892334,-2.519043,-0.372864,16.996094,ON,0.410583,6.960938
42465,2025-02-05 21:57:30,3.290039,5.299805,ON,OFF,52.0,0,113.15625,112.21875,112.5,70.796875,51.117188,-1.893555,-2.495117,-0.37616,17.027344,ON,0.410522,4.4375
42466,2025-02-05 21:57:40,3.289063,5.299805,ON,OFF,52.0,0,113.109375,112.203125,112.5,70.78125,51.132813,-1.896484,-2.531738,-0.373779,16.972656,ON,0.410339,4.446289
42467,2025-02-05 21:57:50,3.287109,5.299805,ON,OFF,52.0,0,113.0625,112.1875,112.5,70.78125,51.125,-1.891357,-2.521973,-0.375,17.003906,ON,0.410583,4.517578
42468,2025-02-05 21:58:00,3.288086,5.299805,ON,OFF,52.0,0,113.0625,112.1875,112.5,70.796875,51.070313,-1.88623,-2.518066,-0.370789,16.976563,ON,0.410645,6.381836
42469,2025-02-05 21:58:10,3.290527,5.298828,ON,OFF,52.007813,0,113.0,112.171875,112.5,70.796875,51.0,-1.900635,-2.536621,-0.372253,16.949219,ON,0.411133,4.427734
42470,2025-02-05 21:58:20,3.286133,5.299805,ON,OFF,51.992188,0,112.71875,112.1875,112.5,70.796875,50.976563,-1.884277,-2.514648,-0.368042,16.972656,ON,0.411499,4.427734
42471,2025-02-05 21:58:30,3.287109,5.301758,ON,OFF,51.976563,0,113.015625,112.1875,112.5,70.78125,50.914063,-1.884766,-2.525879,-0.368347,16.972656,ON,0.411621,4.4375
42472,2025-02-05 21:58:40,3.290527,5.299805,ON,OFF,52.0,0,112.96875,112.1875,112.5,70.796875,50.84375,-1.88916,-2.521973,-0.368652,16.988281,ON,0.411926,4.426758
42473,2025-02-05 21:58:50,3.296875,5.300781,ON,OFF,51.984375,0,112.90625,112.171875,112.5,70.859375,50.96875,-1.895264,-2.509277,-0.370178,16.976563,ON,0.412048,4.436523
42474,2025-02-05 21:59:00,3.294922,5.299805,ON,OFF,51.992188,0,112.75,112.171875,112.5,70.859375,50.960938,-1.905273,-2.533691,-0.375549,16.976563,ON,0.412048,4.49707
42475,2025-02-05 21:59:10,3.296387,5.299805,ON,OFF,51.992188,0,112.703125,112.171875,112.5,70.8125,50.96875,-1.896973,-2.539551,-0.373474,17.003906,ON,0.412048,4.517578
42476,2025-02-05 21:59:20,3.29541,5.299805,ON,OFF,51.992188,0,112.875,112.1875,112.5,70.828125,50.945313,-1.894043,-2.524414,-0.379761,16.984375,ON,0.41217,4.547852
42477,2025-02-05 21:59:30,3.293457,5.299805,ON,OFF,51.992188,0,112.71875,112.1875,112.5,70.859375,50.992188,-1.896729,-2.548828,-0.37616,17.0,ON,0.411682,7.317383
42478,2025-02-05 21:59:40,3.293945,5.298828,ON,OFF,52.0,0,112.90625,112.25,112.5,70.78125,51.023438,-1.884766,-2.529297,-0.368958,16.953125,ON,0.411743,4.49707
42479,2025-02-05 21:59:50,3.290527,5.297852,ON,OFF,52.03125,0,112.8125,112.265625,112.5,70.8125,51.054688,-1.893066,-2.527344,-0.372559,17.007813,ON,0.411743,4.487305
42480,2025-02-05 22:00:00,3.286621,5.299805,ON,OFF,51.992188,0,112.890625,112.265625,112.5,70.828125,51.078125,-1.897461,-2.524414,-0.373474,17.023438,ON,0.411621,4.537109
42481,2025-02-05 22:00:10,3.291992,5.301758,ON,OFF,51.976563,0,112.859375,112.265625,112.5,70.84375,51.023438,-1.897705,-2.536621,-0.37439,16.949219,ON,0.411255,6.655273
42482,2025-02-05 22:00:20,3.29541,5.297852,ON,OFF,52.015625,0,112.625,112.265625,112.5,70.859375,51.046875,-1.895996,-2.533203,-0.380371,16.996094,ON,0.41095,4.045898
42483,2025-02-05 22:00:30,3.294922,5.299805,ON,OFF,52.0,0,112.609375,112.265625,112.5,70.859375,50.96875,-1.898682,-2.517578,-0.375854,16.984375,ON,0.41095,4.078125
42484,2025-02-05 22:00:40,3.293945,5.300781,ON,OFF,51.984375,0,112.8125,112.265625,112.5,70.875,50.898438,-1.892334,-2.52832,-0.368652,16.972656,ON,0.410583,4.234375
42485,2025-02-05 22:00:50,3.29248,5.298828,ON,OFF,52.007813,0,112.859375,112.265625,112.5,70.890625,51.070313,-1.891357,-2.512207,-0.373779,16.980469,ON,0.410461,4.652344
42486,2025-02-05 22:01:00,3.288086,5.299805,ON,OFF,52.0,0,113.125,112.265625,112.5,70.890625,51.242188,-1.883789,-2.525391,-0.371094,16.988281,ON,0.410095,5.859375
42487,2025-02-05 22:01:10,3.29541,5.300781,ON,OFF,52.0,0,113.0,112.265625,112.5,70.90625,51.273438,-1.883545,-2.499512,-0.371643,16.996094,ON,0.409912,4.387695
42488,2025-02-05 22:01:20,3.293945,5.299805,ON,OFF,51.992188,0,113.125,112.265625,112.5,70.921875,51.15625,-1.9021,-2.530762,-0.379456,16.960938,ON,0.409912,4.387695
42489,2025-02-05 22:01:30,3.288574,5.299805,ON,OFF,52.0,0,113.34375,112.265625,112.5,70.921875,51.09375,-1.904541,-2.550293,-0.381897,16.984375,ON,0.409912,4.386719
42490,2025-02-05 22:01:40,3.287598,5.298828,ON,OFF,52.007813,0,112.75,112.265625,112.5,70.921875,50.96875,-1.900635,-2.540527,-0.383972,17.023438,ON,0.409973,5.816406
42491,2025-02-05 22:01:50,3.291992,5.299805,ON,OFF,52.0,0,113.0,112.265625,112.5,70.921875,50.984375,-1.894775,-2.535645,-0.379761,16.984375,ON,0.410034,4.477539
42492,2025-02-05 22:02:00,3.29248,5.301758,ON,OFF,51.976563,0,112.90625,112.265625,112.5,70.9375,51.171875,-1.908447,-2.55127,-0.379456,16.972656,ON,0.409973,4.487305
42493,2025-02-05 22:02:10,3.290039,5.298828,ON,OFF,52.0,0,112.84375,112.265625,112.5,70.953125,51.140625,-1.91333,-2.518555,-0.385742,16.957031,ON,0.40979,4.602539
42494,2025-02-05 22:02:20,3.286133,5.299805,ON,OFF,51.992188,0,112.859375,112.265625,112.5,70.96875,51.09375,-1.91333,-2.527832,-0.388489,16.992188,ON,0.410217,4.606445
42495,2025-02-05 22:02:30,3.285156,5.299805,ON,OFF,51.992188,0,112.90625,112.3125,112.5,70.890625,51.070313,-1.894775,-2.504395,-0.380066,17.011719,ON,0.410156,7.091797
42496,2025-02-05 22:02:40,3.289551,5.298828,ON,OFF,52.0,0,113.0,112.28125,112.5,70.96875,50.90625,-1.895264,-2.518066,-0.381897,16.949219,ON,0.410034,4.477539
42497,2025-02-05 22:02:50,3.289551,5.298828,ON,OFF,52.007813,0,113.078125,112.265625,112.5,70.96875,50.890625,-1.900635,-2.53125,-0.379761,16.96875,ON,0.410034,4.537109
42498,2025-02-05 22:03:00,3.287598,5.299805,ON,OFF,51.992188,0,113.203125,112.265625,112.5,70.984375,50.992188,-1.896484,-2.532715,-0.381287,17.0,ON,0.409912,4.547852
42499,2025-02-05 22:03:10,3.29248,5.298828,ON,OFF,52.007813,0,113.03125,112.265625,112.5,71.0,51.09375,-1.894043,-2.522461,-0.373474,16.988281,ON,0.409607,4.557617
42500,2025-02-05 22:03:20,3.291016,5.298828,ON,OFF,52.007813,0,113.140625,112.28125,112.5,71.0,51.09375,-1.897949,-2.51709,-0.374695,16.960938,ON,0.409485,1.185791
42501,2025-02-05 22:03:30,3.291504,5.299805,ON,OFF,52.0,0,113.265625,112.3125,112.5,70.953125,51.15625,-1.896973,-2.544434,-0.374695,16.941406,ON,0.409241,0.240997
42502,2025-02-05 22:03:40,3.290527,5.298828,ON,OFF,52.007813,0,112.90625,112.328125,112.5,70.96875,51.28125,-1.894043,-2.530762,-0.376465,16.957031,ON,0.409119,5.024414
42503,2025-02-05 22:03:50,3.290039,5.299805,ON,OFF,52.007813,0,112.828125,112.328125,112.5,70.984375,51.140625,-1.893555,-2.515137,-0.371948,16.953125,ON,0.408936,4.31543
42504,2025-02-05 22:04:00,3.290039,5.298828,ON,OFF,52.015625,0,112.90625,112.328125,112.5,71.0,51.070313,-1.888428,-2.526367,-0.373779,16.902344,ON,0.408569,3.712891
42505,2025-02-05 22:04:10,3.289551,5.299805,ON,OFF,52.015625,0,112.890625,112.328125,112.5,71.0,51.046875,-1.885498,-2.524414,-0.371094,16.957031,ON,0.408386,4.360352
42506,2025-02-05 22:04:20,3.286133,5.299805,ON,OFF,52.007813,0,112.96875,112.328125,112.5,71.015625,51.03125,-1.888428,-2.527832,-0.37439,16.929688,ON,0.408203,4.376953
42507,2025-02-05 22:04:30,3.288574,5.299805,ON,OFF,52.007813,0,113.09375,112.328125,112.5,71.015625,50.921875,-1.892334,-2.495605,-0.366882,16.96875,ON,0.408081,4.49707
42508,2025-02-05 22:04:40,3.290039,5.299805,ON,OFF,52.007813,0,112.953125,112.328125,112.5,71.03125,50.976563,-1.887695,-2.516602,-0.365662,16.976563,ON,0.407959,5.509766
42509,2025-02-05 22:04:50,3.292969,5.299805,ON,OFF,52.007813,0,112.65625,112.328125,112.5,71.046875,50.9375,-1.899658,-2.503906,-0.377991,16.988281,ON,0.40741,7.191406
42510,2025-02-05 22:05:00,3.293457,5.298828,ON,OFF,52.015625,0,113.0,112.328125,112.5,71.0625,50.890625,-1.902832,-2.515137,-0.377991,16.984375,ON,0.406921,4.193359
42511,2025-02-05 22:05:10,3.291016,5.299805,ON,OFF,52.007813,0,113.015625,112.328125,112.5,71.0625,50.90625,-1.89502,-2.541504,-0.375,16.941406,ON,0.406921,4.266602
42512,2025-02-05 22:05:20,3.296875,5.299805,ON,OFF,52.0,0,112.890625,112.328125,112.5,71.078125,51.023438,-1.88623,-2.533203,-0.365051,16.949219,ON,0.406738,4.457031
42513,2025-02-05 22:05:30,3.286133,5.299805,ON,OFF,52.0,0,113.15625,112.328125,112.5,71.078125,51.015625,-1.885742,-2.501465,-0.368652,16.960938,ON,0.406616,4.165039
42514,2025-02-05 22:05:40,3.289063,5.297852,ON,OFF,52.023438,0,112.96875,112.328125,112.5,71.09375,51.1875,-1.888428,-2.510742,-0.371094,17.007813,ON,0.406494,4.316406
42515,2025-02-05 22:05:50,3.29248,5.299805,ON,OFF,52.007813,0,112.609375,112.328125,112.5,71.09375,51.148438,-1.893799,-2.536133,-0.378296,16.960938,ON,0.406555,4.357422
42516,2025-02-05 22:06:00,3.288574,5.299805,ON,OFF,52.0,0,113.046875,112.328125,112.5,71.09375,51.179688,-1.88916,-2.52002,-0.370789,16.976563,ON,0.406921,4.430664
42517,2025-02-05 22:06:10,3.29248,5.300781,ON,OFF,52.0,0,113.203125,112.328125,112.5,71.09375,51.257813,-1.893799,-2.506836,-0.376465,16.996094,ON,0.407166,4.618164
42518,2025-02-05 22:06:20,3.293457,5.298828,ON,OFF,52.015625,0,113.328125,112.328125,112.5,71.09375,51.132813,-1.893066,-2.487793,-0.381287,17.0,ON,0.40686,4.517578
42519,2025-02-05 22:06:30,3.290039,5.298828,ON,OFF,52.015625,0,113.203125,112.328125,112.5,71.09375,51.09375,-1.898926,-2.509766,-0.380371,16.992188,ON,0.407043,4.547852
42520,2025-02-05 22:06:40,3.290527,5.300781,ON,OFF,52.0,0,112.921875,112.328125,112.5,71.109375,51.070313,-1.906494,-2.532227,-0.37677,17.003906,ON,0.406982,4.577148
42521,2025-02-05 22:06:50,3.29248,5.298828,ON,OFF,52.015625,0,112.6875,112.328125,112.5,71.109375,51.085938,-1.894775,-2.536133,-0.375854,16.976563,ON,0.407104,4.597656
42522,2025-02-05 22:07:00,3.290039,5.294922,ON,OFF,52.101563,0,112.921875,112.328125,112.5,71.109375,51.195313,-1.904297,-2.541992,-0.374695,16.992188,ON,0.40686,7.260742
42523,2025-02-05 22:07:10,3.288574,5.300781,ON,OFF,52.015625,0,112.859375,112.328125,112.5,71.125,51.1875,-1.892334,-2.545898,-0.377686,17.015625,ON,0.406921,1.843994
42524,2025-02-05 22:07:20,3.291504,5.300781,ON,OFF,52.015625,0,112.765625,112.328125,112.5,71.125,51.265625,-1.897949,-2.510742,-0.373474,17.023438,ON,0.406738,2.953613
42525,2025-02-05 22:07:30,3.288574,5.297852,ON,OFF,52.046875,0,113.0,112.375,112.5,71.0,51.15625,-1.892334,-2.541992,-0.369873,16.992188,ON,0.40686,4.586914
42526,2025-02-05 22:07:40,3.291992,5.300781,ON,OFF,52.023438,0,113.296875,112.390625,112.5,71.15625,50.992188,-1.900635,-2.53125,-0.373474,16.992188,ON,0.406616,5.053711
42527,2025-02-05 22:07:50,3.295898,5.297852,ON,OFF,52.039063,0,112.921875,112.34375,112.5,71.15625,50.992188,-1.895996,-2.53125,-0.375,17.027344,ON,0.406372,4.290039
42528,2025-02-05 22:08:00,3.294434,5.301758,ON,OFF,52.0,0,112.484375,112.328125,112.5,71.15625,51.015625,-1.900391,-2.503906,-0.381287,17.019531,ON,0.406006,4.49707
42529,2025-02-05 22:08:10,3.293457,5.298828,ON,OFF,52.03125,0,113.1875,112.375,112.5,71.078125,51.0,-1.896729,-2.529785,-0.371948,16.988281,ON,0.405884,4.510742
42530,2025-02-05 22:08:20,3.291992,5.300781,ON,OFF,52.007813,0,112.90625,112.421875,112.5,71.078125,50.960938,-1.890381,-2.537598,-0.368652,16.984375,ON,0.406006,4.647461
42531,2025-02-05 22:08:30,3.285645,5.299805,ON,OFF,52.023438,0,113.015625,112.421875,112.5,71.078125,51.140625,-1.885986,-2.509277,-0.369873,16.992188,ON,0.405945,4.577148
42532,2025-02-05 22:08:40,3.285645,5.299805,ON,OFF,52.015625,0,112.765625,112.421875,112.5,71.09375,51.054688,-1.888184,-2.503906,-0.368958,17.007813,ON,0.405884,4.536133
42533,2025-02-05 22:08:50,3.291016,5.298828,ON,OFF,52.023438,0,112.625,112.421875,112.5,71.09375,50.90625,-1.896729,-2.499023,-0.372559,17.003906,ON,0.40564,4.517578
42534,2025-02-05 22:09:00,3.289551,5.298828,ON,OFF,52.023438,0,112.84375,112.421875,112.5,71.109375,50.921875,-1.897461,-2.539551,-0.37616,16.988281,ON,0.405457,4.517578
42535,2025-02-05 22:09:10,3.287109,5.273438,ON,OFF,52.296875,0,112.984375,112.421875,112.5,71.109375,50.96875,-1.888672,-2.515137,-0.379761,17.007813,ON,0.40564,4.647461
42536,2025-02-05 22:09:20,3.298828,5.323242,ON,OFF,51.882813,0,112.765625,112.421875,112.5,71.109375,51.148438,-1.895264,-2.525391,-0.37915,16.976563,ON,0.405701,7.171875
42537,2025-02-05 22:09:30,3.290527,5.292969,ON,OFF,52.140625,0,112.71875,112.421875,112.5,71.109375,50.992188,-1.89502,-2.537598,-0.371643,16.988281,ON,0.405823,6.244141
42538,2025-02-05 22:09:40,3.290527,5.277344,ON,OFF,52.335938,0,112.78125,112.421875,112.5,71.109375,50.84375,-1.88623,-2.528809,-0.373474,16.964844,ON,0.40564,1.282959
42539,2025-02-05 22:09:50,3.291992,5.314453,ON,OFF,51.945313,0,113.09375,112.421875,112.5,71.125,50.992188,-1.895996,-2.517578,-0.371094,16.992188,ON,0.405579,1.162842
42540,2025-02-05 22:10:00,3.290527,5.300781,ON,OFF,52.0625,0,113.0,112.421875,112.5,71.125,50.914063,-1.896973,-2.528809,-0.37854,16.96875,ON,0.405457,4.759766
42541,2025-02-05 22:10:10,3.287598,5.302734,ON,OFF,52.023438,0,112.953125,112.421875,112.5,71.125,51.117188,-1.897705,-2.549805,-0.375549,16.988281,ON,0.405273,4.555664
42542,2025-02-05 22:10:20,3.287598,5.301758,ON,OFF,52.015625,0,113.03125,112.421875,112.5,71.140625,51.054688,-1.88916,-2.548828,-0.377991,16.972656,ON,0.405212,4.636719
42543,2025-02-05 22:10:30,3.288574,5.301758,ON,OFF,52.015625,0,112.734375,112.421875,112.5,71.140625,51.101563,-1.899658,-2.520508,-0.37677,16.972656,ON,0.405273,4.65625
42544,2025-02-05 22:10:40,3.290527,5.301758,ON,OFF,52.0,0,112.890625,112.421875,112.5,71.140625,51.0625,-1.89502,-2.529785,-0.37677,17.007813,ON,0.405273,4.677734
42545,2025-02-05 22:10:50,3.290039,5.298828,ON,OFF,52.023438,0,112.921875,112.421875,112.5,71.140625,50.9375,-1.902588,-2.566406,-0.377686,16.972656,ON,0.40509,6.885742
42546,2025-02-05 22:11:00,3.296875,5.295898,ON,OFF,52.0625,0,112.9375,112.421875,112.5,71.15625,50.929688,-1.904541,-2.539063,-0.375549,16.988281,ON,0.404907,4.536133
42547,2025-02-05 22:11:10,3.29248,5.289063,ON,OFF,52.164063,0,112.90625,112.421875,112.5,71.15625,51.015625,-1.895264,-2.518555,-0.379761,16.980469,ON,0.404419,4.547852
42548,2025-02-05 22:11:20,3.282715,5.295898,ON,OFF,52.140625,0,113.09375,112.421875,112.5,71.171875,50.945313,-1.900879,-2.54541,-0.374695,16.988281,ON,0.404297,4.62793
42549,2025-02-05 22:11:30,3.281738,5.295898,ON,OFF,52.164063,0,112.90625,112.421875,112.5,71.171875,50.914063,-1.878662,-2.476563,-0.374695,17.027344,ON,0.404297,4.660156
42550,2025-02-05 22:11:40,3.283203,5.299805,ON,OFF,52.132813,0,112.6875,112.421875,112.5,71.1875,50.929688,-1.897461,-2.523926,-0.370789,16.992188,ON,0.40387,4.380859
42551,2025-02-05 22:11:50,3.288574,5.299805,ON,OFF,52.132813,0,112.71875,112.421875,112.5,71.1875,50.929688,-1.895996,-2.525879,-0.370789,17.035156,ON,0.403748,4.707031
42552,2025-02-05 22:12:00,3.293457,5.300781,ON,OFF,52.117188,0,112.4375,112.421875,112.5,71.1875,50.921875,-1.896484,-2.531738,-0.368652,17.0,ON,0.403687,4.717773
42553,2025-02-05 22:12:10,3.293945,5.299805,ON,OFF,52.125,0,112.765625,112.421875,112.5,71.1875,50.890625,-1.893799,-2.533203,-0.376465,16.992188,ON,0.403931,4.74707
42554,2025-02-05 22:12:20,3.293457,5.299805,ON,OFF,52.117188,0,112.921875,112.421875,112.5,71.1875,50.929688,-1.904297,-2.550293,-0.384583,16.992188,ON,0.403931,5.615234
42555,2025-02-05 22:12:30,3.291504,5.298828,ON,OFF,52.125,0,113.234375,112.421875,112.5,71.1875,51.007813,-1.898682,-2.540527,-0.379761,16.976563,ON,0.403992,4.487305
42556,2025-02-05 22:12:40,3.288574,5.300781,ON,OFF,52.109375,0,113.375,112.421875,112.5,71.1875,51.0,-1.895996,-2.545898,-0.37854,16.960938,ON,0.404053,4.487305
42557,2025-02-05 22:12:50,3.287109,5.298828,ON,OFF,52.132813,0,113.59375,112.421875,112.5,71.1875,51.242188,-1.897461,-2.522461,-0.380371,17.003906,ON,0.403931,4.62793
42558,2025-02-05 22:13:00,3.282715,5.299805,ON,OFF,52.117188,0,113.203125,112.421875,112.5,71.203125,51.28125,-1.898926,-2.516602,-0.37738,16.960938,ON,0.403687,4.055664
42559,2025-02-05 22:13:10,3.284668,5.301758,ON,OFF,52.085938,0,112.96875,112.421875,112.5,71.203125,51.3125,-1.897461,-2.513184,-0.381287,17.011719,ON,0.40387,4.717773
42560,2025-02-05 22:13:20,3.288086,5.299805,ON,OFF,52.109375,0,113.09375,112.421875,112.5,71.1875,51.203125,-1.895508,-2.550293,-0.378296,17.011719,ON,0.404358,4.717773
42561,2025-02-05 22:13:30,3.288086,5.300781,ON,OFF,52.09375,0,113.015625,112.421875,112.5,71.1875,51.148438,-1.894775,-2.53125,-0.373779,17.003906,ON,0.404297,4.768555
42562,2025-02-05 22:13:40,3.293457,5.300781,ON,OFF,52.078125,0,112.984375,112.421875,112.5,71.1875,51.109375,-1.897461,-2.534668,-0.377686,17.027344,ON,0.404724,4.727539
42563,2025-02-05 22:13:50,3.291992,5.297852,ON,OFF,52.125,0,112.953125,112.421875,112.5,71.1875,51.210938,-1.89917,-2.525879,-0.37677,16.984375,ON,0.404907,7.241211
42564,2025-02-05 22:14:00,3.291992,5.301758,ON,OFF,52.070313,0,112.59375,112.421875,112.5,71.1875,51.304688,-1.895508,-2.522949,-0.37915,16.96875,ON,0.404846,4.505859
42565,2025-02-05 22:14:10,3.288574,5.298828,ON,OFF,52.101563,0,112.984375,112.421875,112.5,71.1875,51.3125,-1.894043,-2.537598,-0.379456,16.992188,ON,0.404968,4.597656
42566,2025-02-05 22:14:20,3.293457,5.298828,ON,OFF,52.101563,0,112.828125,112.421875,112.5,71.1875,51.210938,-1.892822,-2.512207,-0.370178,17.023438,ON,0.40509,4.677734
42567,2025-02-05 22:14:30,3.293457,5.299805,ON,OFF,52.09375,0,112.65625,112.421875,112.5,71.1875,51.070313,-1.884277,-2.516113,-0.37439,17.019531,ON,0.405151,6.921875
42568,2025-02-05 22:14:40,3.299316,5.298828,ON,OFF,52.109375,0,113.265625,112.421875,112.5,71.171875,50.992188,-1.89209,-2.509766,-0.372253,16.964844,ON,0.405273,4.577148
42569,2025-02-05 22:14:50,3.293457,5.296875,ON,OFF,52.125,0,113.03125,112.421875,112.5,71.171875,51.046875,-1.887695,-2.5,-0.372559,16.996094,ON,0.405334,4.606445
42570,2025-02-05 22:15:00,3.293457,5.304688,ON,OFF,52.0625,0,112.703125,112.421875,112.5,71.171875,51.046875,-1.897705,-2.5,-0.373474,17.003906,ON,0.405457,4.587891
42571,2025-02-05 22:15:10,3.290527,5.298828,ON,OFF,52.109375,0,112.828125,112.421875,112.5,71.171875,51.101563,-1.899658,-2.538086,-0.378296,16.972656,ON,0.405518,4.697266
42572,2025-02-05 22:15:20,3.289063,5.297852,ON,OFF,52.117188,0,112.9375,112.421875,112.5,71.1875,51.085938,-1.895996,-2.536621,-0.377686,16.996094,ON,0.405457,7.570313
42573,2025-02-05 22:15:30,3.290527,5.298828,ON,OFF,52.109375,0,112.796875,112.421875,112.5,71.1875,51.117188,-1.900635,-2.510742,-0.376465,16.96875,ON,0.405457,4.727539
42574,2025-02-05 22:15:40,3.288574,5.298828,ON,OFF,52.117188,0,112.671875,112.421875,112.5,71.1875,51.195313,-1.896729,-2.537109,-0.377991,16.980469,ON,0.405396,4.487305
42575,2025-02-05 22:15:50,3.289063,5.299805,ON,OFF,52.109375,0,112.546875,112.421875,112.5,71.1875,51.15625,-1.894775,-2.539551,-0.37915,17.007813,ON,0.405518,4.557617
42576,2025-02-05 22:16:00,3.291016,5.298828,ON,OFF,52.117188,0,112.484375,112.421875,112.5,71.1875,51.085938,-1.89917,-2.523438,-0.380066,17.003906,ON,0.405579,4.606445
